,Player,S,Team,Points,rush_TD,rec_TD,KR_TD,PR_TD,def_TD,XPM,FGM
126,"Austin, S.",3,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,"BackerBot36, Z.",3,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,"Bavitz, I.",3,OCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,"Bayley, B.",3,SJS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,"Björnsson, B.",3,YKW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,"Blade, B.",3,LV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,"Boggs, B.",3,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,"Boom, J.",3,OCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,"Bot, B.",3,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,"BotCantCatch, Z.",3,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,"Brill, J.",3,SJS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,"Broadway, E.",3,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,"Canton, J.",3,SJS,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
139,"Carter, P.",3,AZ,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
140,"Chambers III, C.",3,SJS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,"Chunk, L.",3,SJS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,"Cox, J.",3,OCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,"Cox, V.",3,LV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,"Crocker, B.",3,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,"Cushing, K.",3,YKW,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
146,"Cutter, D.",3,YKW,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
147,"Dam, D.",3,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,"Davidson, D.",3,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,"Davis, A.",3,AZ,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
150,"Delacour, A.",3,BAL,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
151,"Erikson, V.",3,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,"Ernston, H.",3,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,"Fitzfatrick, R.",3,YKW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,"Flimjollywop, S.",3,LV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,"Flock, R.",3,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,"Fulton, W.",3,YKW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,"Garden, J.",3,YKW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,"Graham, G.",3,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,"Grant, T.",3,LV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,"Gustavsson, E.",3,YKW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,"Hackett, A.",3,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,"Hampshireton, R.",3,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,"Hansen, A.",3,YKW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,"Hardrool, C.",3,SJS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,"Harris Jr., F.",3,AZ,12.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
166,"Harrison, S.",3,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,"Hayden, A.",3,COL,12.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
168,"Hendrix, K.",3,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,"Jackson, M.",3,SJS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,"Jefferson, L.",3,PHI,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
171,"Jenkins, L.",3,OCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,"Joyce, S.",3,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,"Kamaka, E.",3,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,"Kane, M.",3,YKW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,"King, G.",3,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,"King, J.",3,OCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,"Krimlaw, A.",3,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,"Kronen, R.",3,OCO,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
179,"Kyubee, S.",3,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,"Lamoreux, F.",3,YKW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,"Lavelle, D.",3,YKW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,"Law, C.",3,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,"Lecavalier, R.",3,LV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,"Lee, J.",3,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,"Lewith, T.",3,SJS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,"Lockkeu, V.",3,LV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,"Luechly, L.",3,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,"Maddox, R.",3,YKW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,"Maddox, S.",3,LV,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
190,"Marmeladov, V.",3,PHI,12.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
191,"Masvidal, J.",3,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,"McNoodle, M.",3,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,"Metas, B.",3,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,"Miller, D.",3,SJS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,"Morgan, L.",3,LV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,"Newman, M.",3,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,"Novel, L.",3,COL,12.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
198,"Novel, L.",3,YKW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,"Nuck, B.",3,YKW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,"O'Sullivan, J.",3,OCO,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
201,"O'Sullivan, K.",3,PHI,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
202,"Okonkwo, C.",3,SJS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,"Oles, T.",3,PHI,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
204,"Pest, T.",3,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,"Petrakis, A.",3,OCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,"Pierno, N.",3,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,"Ramrio, M.",3,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,"Reigns, J.",3,OCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,"Reyes, R.",3,BAL,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
210,"Ridley, W.",3,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,"Rove, C.",3,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,"Saginaw, A.",3,LV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,"Saint, J.",3,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,"Sandoval, A.",3,COL,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
215,"Sandoval, R.",3,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,"Selich, A.",3,SJS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,"Sharp, B.",3,SJS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,"Shelton, L.",3,YKW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,"Shoate, T.",3,LV,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
220,"Skidmarks, S.",3,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,"Spearhead, J.",3,YKW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,"Spector, M.",3,OCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,"Speed, D.",3,LV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,"Stormblessed, N.",3,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,"Stropko, B.",3,LV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,"Taylor, G.",3,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,"Taylor, O.",3,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,"Thomas, R.",3,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,"Tiernan, L.",3,YKW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,"Timlin, S.",3,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,"Tomlinson, A.",3,OCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,"Tuck, J.",3,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,"Tucker, P.",3,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,"Turner, D.",3,BAL,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
235,"Valentine, V.",3,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,"Varga, T.",3,LV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,"Verns, D.",3,OCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,"Von Gerhardt, O.",3,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,"Washington, L.",3,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,"Wozy, F.",3,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,"Wright, J.",3,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,"Wright, O.",3,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,"Young, J.",3,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,"de Ligt, A.",3,SJS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,"Blewitt, I.",3,SJS,102.0,0.0,0.0,0.0,0.0,0.0,27.0,25.0
246,"Booter, A.",3,YKW,76.0,0.0,0.0,0.0,0.0,0.0,31.0,15.0
247,"Harris, S.",3,PHI,98.0,0.0,0.0,0.0,0.0,0.0,35.0,21.0
248,"Kicksit, B.",3,COL,62.0,0.0,0.0,0.0,0.0,0.0,17.0,15.0
249,"Lombardi, J.",3,YKW,6.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
250,"Ronaldo, C.",3,AZ,159.0,0.0,0.0,0.0,0.0,0.0,42.0,39.0
251,"Sims, A.",3,OCO,118.0,0.0,0.0,0.0,0.0,0.0,46.0,24.0
252,"Turkleton, T.",3,BAL,103.0,0.0,0.0,0.0,0.0,0.0,31.0,24.0
253,"Walsh, B.",3,LV,61.0,0.0,0.0,0.0,0.0,0.0,22.0,13.0
0,"Akselsen, M.",4,YKW,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,"Blocksdale, A.",4,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,"Boss, M.",4,OCO,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3,"Bronko, K.",4,AZ,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4,"Burnsman, E.",4,OCO,30.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
5,"Cobb, K.",4,LV,18.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
6,"Diaz, D.",4,SJS,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
7,"Farlane, D.",4,BAL,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8,"Farlane, D.",4,COL,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9,"Jenkins, L.",4,OCO,36.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
10,"Joyce, S.",4,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,"Kennedy, E.",4,YKW,18.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
12,"Koch, D.",4,BAL,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
13,"Kroetch, D.",4,PHI,36.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
14,"Larsendorf, R.",4,LV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,"Mackworthy, R.",4,AZ,60.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
16,"Milan, C.",4,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,"Newman, M.",4,COL,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
18,"Nuck, B.",4,YKW,18.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
19,"O'Connell, K.",4,PHI,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20,"Orosz, C.",4,SJS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,"Pierno, N.",4,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,"Rove, C.",4,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,"Savea, A.",4,LV,30.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
24,"SlowBot, Z.",4,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,"Stone, W.",4,LV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,"Taylor, O.",4,BAL,72.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
27,"Tuck, J.",4,AZ,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
28,"Tweed, B.",4,COL,24.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
29,"Wright, O.",4,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,"Yates, J.",4,SJS,78.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
31,"Askins, J.",4,YKW,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
32,"Baker, J.",4,LV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,"Boggs, B.",4,COL,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
34,"Bottles, B.",4,SJS,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
35,"Browning, B.",4,PHI,24.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
36,"Burnsman, E.",4,OCO,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
37,"Chess, C.",4,AZ,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
38,"Christmas, C.",4,BAL,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
39,"Cobb, K.",4,LV,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
40,"Cook, B.",4,YKW,54.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
41,"DiMirio, P.",4,PHI,18.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
42,"Diaz, D.",4,SJS,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
43,"Durden, J.",4,OCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,"Evans, D.",4,AZ,72.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
45,"Farlane, D.",4,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,"Farlane, D.",4,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,"Garden, J.",4,AZ,96.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0
48,"Hendrix, K.",4,COL,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
49,"Jackson, M.",4,SJS,60.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
50,"Jarden, G.",4,YKW,36.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
51,"Jenkins, L.",4,OCO,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
52,"Joyce, S.",4,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,"Kennedy, E.",4,YKW,24.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
54,"Koch, D.",4,BAL,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
55,"Kroetch, D.",4,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,"Larsendorf, R.",4,LV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,"Law, C.",4,AZ,24.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
58,"Law, D.",4,YKW,24.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
59,"LeClair, A.",4,LV,36.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
60,"Mackworthy, R.",4,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,"Milan, C.",4,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,"Newman, M.",4,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,"North, F.",4,PHI,48.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
64,"Nuck, B.",4,YKW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,"O'Connell, K.",4,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,"O'Sullivan, S.",4,OCO,24.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
67,"Phelps, R.",4,OCO,72.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
68,"Piper, W.",4,YKW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,"Reigns, J.",4,OCO,30.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
70,"Rocket, J.",4,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,"Ross, J.",4,LV,30.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
72,"Savea, A.",4,LV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,"Smallwood, D.",4,SJS,24.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
74,"Stormblessed, N.",4,BAL,30.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
75,"Tanner, C.",4,LV,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
76,"Taylor, O.",4,BAL,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
77,"Tenzini, G.",4,LV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,"Tuck, J.",4,AZ,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
79,"Tweed, B.",4,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,"West, D.",4,COL,18.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
81,"Westfield, B.",4,OCO,66.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0
82,"Weston, S.",4,SJS,24.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
83,"Wheat, B.",4,BAL,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
84,"Willie, T.",4,BAL,48.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
85,"Wright, O.",4,PHI,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
86,"Yates, J.",4,SJS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,"Young, J.",4,COL,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
88,"Boggs, B.",4,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,"Boom, J.",4,OCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,"Carter, P.",4,LV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,"Cook, B.",4,YKW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,"Cushing, K.",4,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,"Delacour, A.",4,BAL,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
94,"Evans, D.",4,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,"Farlane, D.",4,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,"Fulton, W.",4,LV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,"Garden, J.",4,AZ,12.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
98,"Hayden, A.",4,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,"Hendrix, K.",4,COL,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
100,"Jackson, M.",4,SJS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,"Kennedy, E.",4,YKW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,"Kroetch, D.",4,PHI,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
103,"Lavelle, D.",4,YKW,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
104,"LeClair, A.",4,LV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,"Mackworthy, R.",4,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,"Oles, T.",4,PHI,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
107,"Phelps, R.",4,OCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,"Stormblessed, N.",4,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,"Taylor, O.",4,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,"Tweed, B.",4,COL,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
111,"Westfield, B.",4,OCO,12.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
112,"Weston, S.",4,SJS,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
113,"Willie, T.",4,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,"Andres, J.",4,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,"Asipi, A.",4,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,"Bavitz, I.",4,OCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,"Bayley, B.",4,SJS,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
118,"Bender, T.",4,YKW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,"BjÃ¶rnsson, B.",4,YKW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,"Blade, B.",4,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,"Boggs, B.",4,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,"Boom, J.",4,OCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,"Bot, B.",4,LV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,"Bot, S.",4,LV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,"Bottles, B.",4,SJS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,"Brill, J.",4,SJS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,"Broadway, E.",4,BAL,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
128,"Bronko, K.",4,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,"Burnsman, E.",4,OCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,"Canton, J.",4,SJS,12.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
131,"Carter, P.",4,LV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,"Chambers III, C.",4,SJS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,"Charlton, E.",4,SJS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,"Clegane, G.",4,OCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,"Cox, J.",4,LV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,"Cox, V.",4,LV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,"Cushing, K.",4,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,"Cutter, D.",4,YKW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,"Dam, D.",4,BAL,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
140,"Davidson, D.",4,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,"Davis, A.",4,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,"Delacour, A.",4,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,"Erikson, V.",4,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,"Ernston, H.",4,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,"Farlane, D.",4,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,"Fitzfatrick, R.",4,YKW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,"Flimjollywop, S.",4,LV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,"Flock, R.",4,AZ,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
149,"Floggity, J.",4,YKW,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
150,"Fulton, W.",4,LV,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
151,"Goodson, N.",4,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,"Gustavsson, E.",4,YKW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,"Hackett, A.",4,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,"Hampshireton, R.",4,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,"Hansen, A.",4,SJS,12.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
156,"Hardrool, C.",4,YKW,18.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
